City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
601,Santa Maria,BR,79.9,few clouds,-29.6842,-53.8069,Hotel Morotin
603,Alyangula,AU,76.87,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
604,Emilio Carranza,MX,60.31,overcast clouds,19.9711,-96.6114,Hotel Carranza Inn
606,Harper,LR,78.93,clear sky,4.375,-7.7169,Screensaver
611,Livingstone,ZM,65.7,scattered clouds,-17.8419,25.8543,Gloria's Bed and Breakfast
613,Namatanai,PG,83.08,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
614,Redcliffe,AU,80.22,clear sky,-27.2307,153.0973,Redvue Apartments
615,Karatu,TZ,64.92,overcast clouds,-3.3333,35.6667,Highview Coffee Lodge
616,Voh,NC,80.71,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
619,Reconquista,AR,80.04,clear sky,-29.15,-59.65,Grand Hotel
621,Cottonwood,US,73.35,clear sky,34.7392,-112.0099,Pines Inn & Suites
622,Christchurch,NZ,67.32,heavy intensity rain,-43.5333,172.6333,The George
623,Liuli,TZ,76.21,broken clouds,-11.0833,34.6333,"Puulu Beach,Puulu Village"
625,Kathu,TH,75.02,scattered clouds,7.9178,98.3332,Novotel Phuket Resort
628,Nouakchott,MR,73.33,clear sky,18.0858,-15.9785,HOTEL IMAN
629,Broken Hill,AU,74.91,broken clouds,-31.95,141.4333,Royal Exchange Hotel
632,Oriximina,BR,75.74,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
634,Tahoua,NE,70.99,clear sky,14.8888,5.2692,Bungalows Guesthouse
640,Kerema,PG,83.62,overcast clouds,-7.9631,145.7785,Frena Lodge
641,Maicao,CO,82.2,scattered clouds,11.3832,-72.2432,Hotel Sancho
642,Narasannapeta,IN,67.91,few clouds,18.4167,84.05,G.lingaraju home
643,Ilhabela,BR,73.81,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
647,Birnin Kebbi,NG,75.22,broken clouds,12.4539,4.1975,Saffar Guest Inn Ltd
648,Bonfim,BR,87.93,overcast clouds,3.0833,-59.95,
650,Kailua,US,80.58,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
657,Camana,PE,71.67,broken clouds,-16.6228,-72.7111,Hostal Morales
658,Lamu,KE,79.02,clear sky,-2.2717,40.902,Lamu House
660,Sawtell,AU,74.19,clear sky,-30.3833,153.1,The Bungalow Sawtell
664,Pathein,MM,62.96,broken clouds,16.7833,94.7333,New Pammawaddy Hotel
665,Mutis,CO,78.31,light rain,6.2262,-77.4044,Paraiso Escondido
666,Casablanca,MA,62.33,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
668,Ondjiva,AO,71.49,overcast clouds,-17.0667,15.7333,COMBUESA
669,San Andres,CO,82.42,few clouds,12.5847,-81.7006,Hotel Arena Blanca
670,Birao,CF,67.93,few clouds,10.2849,22.7882,
672,Dingle,PH,74.8,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
673,Doha,QA,60.78,clear sky,25.2867,51.5333,Movenpick Hotel Doha
675,Morant Bay,JM,82.02,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
678,Kudahuvadhoo,MV,82.29,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
680,Agadez,NE,60.76,clear sky,19.75,10.25,
681,Sabang,ID,81.43,overcast clouds,5.8933,95.3214,Hotel Citra
682,Kon Tum,VN,63.52,broken clouds,14.35,108.0,Hoa đà spa- homestay
684,Douentza,ML,71.71,clear sky,14.9951,-2.9517,Ogomono Doumbo
687,Manacapuru,BR,75.78,moderate rain,-3.2997,-60.6206,Novo Hotel
690,Jardim,BR,73.69,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
692,Solano,US,75.88,clear sky,38.2333,-121.9511,Westwind Inn
698,Kidal,ML,69.24,clear sky,18.4411,1.4078,
699,Sitio Novo Do Tocantins,BR,74.8,broken clouds,-5.5183,-47.4611,Imperial Hotel
